SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,Allotted Institute_1,Course_1,Allotted Category,Candidate Category,option No.,Remarks_1
24384,693942,"Deemed/Pa
id Seats
Quota","Manipal College of
Dental Science,
Mangalore",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24385,694132,"Deemed/Pa
id Seats
Quota","Dr. DY Patil Dental
College and Hosp.
Pune",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24386,694468,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Mahatma Gandhi
Medical College,
Pondicherry",MBBS,Open,OBC,2,"Fresh Allotted
in 2nd Round"
24387,694699,-,-,-,-,All India,"Govt. Medical
College, Khandwa",MBBS,Open PwD,GN PwD,38,"Fresh Allotted
in 2nd Round"
24388,694879,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
24389,694951,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,Reported,"Deemed/Paid
Seats Quota","SRM Medical College
and Hospital, Chennai",MBBS,Open,GN,3,Upgraded
24390,695047,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24391,695080,"Deemed/Pa
id Seats
Quota","Sri Lakshmi Narayana
Inst. of Med. Scien.,
Puducherry",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
24392,695336,"Deemed/Pa
id Seats
Quota","Meenakshi Ammal
Dental College and
Host., Chennai1",BDS,Reported,-,-,-,-,-,-,"Did not fill up
fresh choices."
24393,695437,"Deemed/Pa
id Seats
Quota","Sri Lakshmi Narayana
Inst. of Med. Scien.,
Puducherry",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24394,695447,"Deemed/Pa
id Seats
Quota","Institute of Dental
Sciences,
Bhubaneswar",BDS,"Not
Reported","Deemed/Paid
Seats Quota","Institute of Dental
Sciences,
Bhubaneswar",BDS,Open,OBC,8,"Fresh Allotted
in 2nd Round"
24395,695515,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Chettinad Hos. and
Res. Inst.,
Kancheepuram",MBBS,Open,OBC,1,"Fresh Allotted
in 2nd Round"
24396,695656,"Deemed/Pa
id Seats
Quota","Kalinga Institute of
Dental Sciences,
Bhubaneswar",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24397,695710,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
24398,695775,-,-,-,-,All India,"Rangaraya Medical
College, Kakinada",MBBS,OBC PwD,OBC PwD,6,"Fresh Allotted
in 2nd Round"
24399,695807,"Deemed/Pa
id Seats
Quota","Sri Lakshmi Narayana
Inst. of Med. Scien.,
Puducherry",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
24400,695891,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,"Not
Reported","Non-Resident
Indian","Sri Ramachandra
Med. College and
Res. Inst., Chennai",MBBS,Open,GN,10,"Fresh Allotted
in 2nd Round"
24401,696173,-,-,-,-,"Deemed/Paid
Seats Quota","Indira Gandhi Dental
College and SBV,
Pondycherry",BDS,Open,OBC,56,"Fresh Allotted
in 2nd Round"
24402,696269,"Deemed/Pa
id Seats
Quota","VELS MEDICAL
COLLEGE &
HOSPITAL",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Vinayaka Missions
Medical College and
Hospital, Karaikal",MBBS,Open,GN,322,"Fresh Allotted
in 2nd Round"
24403,696463,"Deemed/Pa
id Seats
Quota","Shri Sathya Sai
Medical College and
RI, Chennai",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
24404,696708,"Deemed/Pa
id Seats
Quota","Dr. DY Patil Dental
College and Hosp.
Pune",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24405,696887,"Deemed/Pa
id Seats
Quota","SRI LALITHAMBIGAI
MEDICAL COLLEGE
& HOSPITAL",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
24406,697058,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24407,697101,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Aarupadai Veedu
Medical College and
Hospt., Puducherry",MBBS,Open,SC,298,"Fresh Allotted
in 2nd Round"
24408,697133,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
24409,697140,"Deemed/Pa
id Seats
Quota","Institute of Dental
Sciences,
Bhubaneswar",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24410,697421,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24411,697684,"Non-
Resident
Indian","K.S Hegde Medical
Academy, Mangaluru",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24412,697788,-,-,-,-,"Deemed/Paid
Seats Quota","SRI LALITHAMBIGAI
MEDICAL COLLEGE
& HOSPITAL",MBBS,Open,OBC,35,"Fresh Allotted
in 2nd Round"
24413,697905,-,-,-,-,"Deemed/Paid
Seats Quota","Sri Lakshmi Narayana
Inst. of Med. Scien.,
Puducherry",MBBS,Open,OBC,1,"Fresh Allotted
in 2nd Round"
24414,697975,"Deemed/Pa
id Seats
Quota","Rural Dental College,
Loni",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24415,697981,"Deemed/Pa
id Seats
Quota","Dr. DY Patil Dental
College and Hosp.
Navi Mumbai",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24416,698281,"Deemed/Pa
id Seats
Quota","VELS MEDICAL
COLLEGE &
HOSPITAL",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
24417,698309,"Deemed/Pa
id Seats
Quota","SATHYABAMA UNIV.
Dental College and
Hospt. Chennai",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24418,698310,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24419,698339,"Deemed/Pa
id Seats
Quota","Manipal College of
Dental Science,
Mangalore",BDS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
24420,698427,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Vinayaka Missions
Medical College and
Hospital, Karaikal",MBBS,Open,OBC,1,"Fresh Allotted
in 2nd Round"
24421,698493,"Deemed/Pa
id Seats
Quota","SRI LALITHAMBIGAI
MEDICAL COLLEGE
& HOSPITAL",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24422,698656,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,Reported,"Deemed/Paid
Seats Quota","Chettinad Hos. and
Res. Inst.,
Kancheepuram",MBBS,Open,OBC,1,Upgraded
24423,698739,"Deemed/Pa
id Seats
Quota","Dr. DY Patil Dental
College and Hosp.
Navi Mumbai",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24424,698846,"Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24425,699103,-,-,-,-,"Deemed/Paid
Seats Quota","Chettinad Hos. and
Res. Inst.,
Kancheepuram",MBBS,Open,OBC,7,"Fresh Allotted
in 2nd Round"
24426,699122,-,-,-,-,"Deemed/Paid
Seats Quota","ACS Medical College
and Hospital, Chennai",MBBS,Open,SC,72,"Fresh Allotted
in 2nd Round"
24427,699214,"Deemed/Pa
id Seats
Quota","Kalinga Institute of
Dental Sciences,
Bhubaneswar",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24428,699480,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
24429,699561,"Deemed/Pa
id Seats
Quota","JSS Dental College,
Mysuru",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24430,699825,"Deemed/Pa
id Seats
Quota","VELS MEDICAL
COLLEGE &
HOSPITAL",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24431,699852,-,-,-,-,"Deemed/Paid
Seats Quota","Mahatma Gandhi
Medical College,
Pondicherry",MBBS,Open,GN,14,"Fresh Allotted
in 2nd Round"
24432,700075,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24433,700140,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
24434,700156,"Deemed/Pa
id Seats
Quota","BVDU Dental College
and Hospital, Sangli",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24435,700261,"Deemed/Pa
id Seats
Quota","Sri Lakshmi Narayana
Inst. of Med. Scien.,
Puducherry",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
24436,700338,"Deemed/Pa
id Seats
Quota","Shri Sathya Sai
Medical College and
RI, Chennai",MBBS,Reported,"Deemed/Paid
Seats Quota","Mahatma Gandhi
Medical College,
Pondicherry",MBBS,Open,OBC,3,Upgraded
24437,700409,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
24438,700569,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
24439,700760,"Deemed/Pa
id Seats
Quota","Sri Lakshmi Narayana
Inst. of Med. Scien.,
Puducherry",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
24440,700801,-,-,-,-,All India,"TAMILNADU GOVT
D.C. & HOSP,
CHENNAI",BDS,Open PwD,OBC PwD,14,"Fresh Allotted
in 2nd Round"
24441,700906,"Deemed/Pa
id Seats
Quota","VELS MEDICAL
COLLEGE &
HOSPITAL",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Vinayaka Missions
Medical College and
Hospital, Karaikal",MBBS,Open,GN,10,"Fresh Allotted
in 2nd Round"
24442,700925,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
24443,701626,"Non-
Resident
Indian","Rural Medical College
and PIMS, Loni",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","MANAV RACHNA
DENTAL COLLEGE
FARIDABAD",BDS,Open,GN,172,"Fresh Allotted
in 2nd Round"
24444,701739,"Deemed/Pa
id Seats
Quota","K M Shah Dental
Collegel, SumanDeep
Vidyapeeth Vadodara",BDS,Reported,-,-,-,-,-,-,"No
Upgradation"
24445,701958,-,-,-,-,"Deemed/Paid
Seats Quota","Mahatma Gandhi
Medical College,
Pondicherry",MBBS,Open,OBC,4,"Fresh Allotted
in 2nd Round"
24446,702471,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24447,702922,-,-,-,-,All India,"Koppal Institute of
Medical Sciences",MBBS,OBC PwD,OBC PwD,23,"Fresh Allotted
in 2nd Round"
24448,702944,-,-,-,-,All India,"Government Medical
College, Dindigul",MBBS,Open PwD,OBC PwD,11,"Fresh Allotted
in 2nd Round"
24449,702989,"Deemed/Pa
id Seats
Quota","Sri Lakshmi Narayana
Inst. of Med. Scien.,
Puducherry",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24450,703099,"Deemed/Pa
id Seats
Quota","BVDU Dental College
and Hospital, Navi
Mumbai",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24451,703380,-,-,-,-,"Deemed/Paid
Seats Quota","Meenakshi Ammal
Dental College and
Host., Chennai1",BDS,Open,SC,1,"Fresh Allotted
in 2nd Round"
24452,703391,-,-,-,-,"Non-Resident
Indian","Sri Ramachandra
Med. College and
Res. Inst., Chennai",MBBS,Open,OBC,1,"Fresh Allotted
in 2nd Round"
24453,703451,"Deemed/Pa
id Seats
Quota","VELS MEDICAL
COLLEGE &
HOSPITAL",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24454,703539,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24455,703591,-,-,-,-,"Deemed/Paid
Seats Quota","SRM Medical College
and Hospital, Chennai",MBBS,Open,GN,24,"Fresh Allotted
in 2nd Round"
24456,703655,"Deemed/Pa
id Seats
Quota","VELS MEDICAL
COLLEGE &
HOSPITAL",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Aarupadai Veedu
Medical College and
Hospt., Puducherry",MBBS,Open,OBC,1,"Fresh Allotted
in 2nd Round"
24457,703818,-,-,-,-,"Deemed/Paid
Seats Quota","SRM Medical College
and Hospital, Chennai",MBBS,Open,ST,11,"Fresh Allotted
in 2nd Round"
24458,703840,"Non-
Resident
Indian","DATTA MEGHE
MEDICAL COLLEGE
WANADONGRI
HINGNA NAGPUR",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
24459,704158,"Deemed/Pa
id Seats
Quota","Yenepoya Dental
College, Yenepoya",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24460,704319,"Deemed/Pa
id Seats
Quota","Shri Sathya Sai
Medical College and
RI, Chennai",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24461,704526,"Deemed/Pa
id Seats
Quota","SRM Dental College,
Chennai",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24462,704685,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
24463,704742,-,-,-,-,"Deemed/Paid
Seats Quota","SRM Dental College,
Chennai",BDS,Open,OBC,1,"Fresh Allotted
in 2nd Round"
24464,704859,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24465,705007,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
24466,705248,"Deemed/Pa
id Seats
Quota","SRM Dental College,
Chennai",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24467,705528,"Deemed/Pa
id Seats
Quota","JSS Dental College,
Mysuru",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24468,705805,"Deemed/Pa
id Seats
Quota","BVDU Dental College
and Hospital, Sangli",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24469,706319,"Deemed/Pa
id Seats
Quota","AB Shetty Memorial
Inst. of Dental Sce.,
Mangaluru",BDS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
24470,706338,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24471,706346,-,-,-,-,All India,"RAJIV GANDHI
INSTITUTE OF
MEDICAL
SCIENCES, KADAPA",MBBS,Open PwD,GN PwD,2,"Fresh Allotted
in 2nd Round"
24472,706360,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24473,706622,"Deemed/Pa
id Seats
Quota","VELS MEDICAL
COLLEGE &
HOSPITAL",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24474,706779,"Deemed/Pa
id Seats
Quota","Shri Sathya Sai
Medical College and
RI, Chennai",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
24475,706849,"Deemed/Pa
id Seats
Quota","Sri Lakshmi Narayana
Inst. of Med. Scien.,
Puducherry",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24476,707169,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24477,707345,"Deemed/Pa
id Seats
Quota","MANAV RACHNA
DENTAL COLLEGE
FARIDABAD",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24478,707741,"Deemed/Pa
id Seats
Quota","K M Shah Dental
Collegel, SumanDeep
Vidyapeeth Vadodara",BDS,Reported,-,-,-,-,-,-,"No
Upgradation"
24479,707957,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24480,708050,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
24481,708359,"Non-
Resident
Indian","Kalinga Institute of
Medical Sciences,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24482,708381,"Deemed/Pa
id Seats
Quota","Shri Sathya Sai
Medical College and
RI, Chennai",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Shri Sathya Sai
Medical College and
RI, Chennai",MBBS,Open,GN,12,"Fresh Allotted
in 2nd Round"
24483,708588,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,"Seat
Surrendered",-,-,-,-,-,-,Not Allotted.
24484,709080,"Deemed/Pa
id Seats
Quota","School of Dental
Sciences and
KIMSDU, Karad",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24485,709169,-,-,-,-,"Deemed/Paid
Seats Quota","ACS Medical College
and Hospital, Chennai",MBBS,Open,OBC,1,"Fresh Allotted
in 2nd Round"
24486,709176,"Deemed/Pa
id Seats
Quota","Meenakshi Medical
College Hospital and
Research Institute,
Kanchipuram",MBBS,Reported,"Deemed/Paid
Seats Quota","SRM Medical College
and Hospital, Chennai",MBBS,Open,GN,4,Upgraded
24487,709222,"Deemed/Pa
id Seats
Quota","ACS Medical College
and Hospital, Chennai",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","SRM Medical College
and Hospital, Chennai",MBBS,Open,GN,15,"Fresh Allotted
in 2nd Round"
24488,709454,"Non-
Resident
Indian","Kalinga Institute of
Medical Sciences,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24489,709782,"Deemed/Pa
id Seats
Quota","BVDU Dental College
and Hospital, Navi
Mumbai",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24490,709807,"Deemed/Pa
id Seats
Quota","Sri Lakshmi Narayana
Inst. of Med. Scien.,
Puducherry",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
24491,709835,"Open Seat
Quota","AIIMS, Kalyani",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
24492,709861,"B.Sc
Nursing
Delhi NCR","College of Nursing
Florence Nightingale
CON, New Delhi",B.Sc. Nursing,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24493,710106,"Deemed/Pa
id Seats
Quota","Santosh Dental
College and Hospital,
Ghaziabad",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24494,710156,-,-,-,-,"Deemed/Paid
Seats Quota","Mahatma Gandhi
Medical College,
Pondicherry",MBBS,Open,EWS,20,"Fresh Allotted
in 2nd Round"
24495,710174,"Deemed/Pa
id Seats
Quota","Sri Ramachandra
Dental and Hospt.,
Chennai",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24496,710235,-,-,-,-,All India,"Government Medical
College,
Virudhunagar",MBBS,Open PwD,GN PwD,86,"Fresh Allotted
in 2nd Round"
24497,710338,"Deemed/Pa
id Seats
Quota","School of Dental
Sciences and
KIMSDU, Karad",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24498,710507,"Non-
Resident
Indian","Yenepoya Medical
College, Mangalore",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24499,710748,"Deemed/Pa
id Seats
Quota","School of Dental
Sciences and
KIMSDU, Karad",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24500,710762,"Deemed/Pa
id Seats
Quota","Shri Sathya Sai
Medical College and
RI, Chennai",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Vinayaka Missions
Medical College and
Hospital, Karaikal",MBBS,Open,OBC,1,"Fresh Allotted
in 2nd Round"
24501,710858,"Deemed/Pa
id Seats
Quota","Sri Ramachandra
Dental and Hospt.,
Chennai",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24502,710994,"Deemed/Pa
id Seats
Quota","School of Dental
Sciences and
KIMSDU, Karad",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24503,711113,-,-,-,-,"Deemed/Paid
Seats Quota","SRM Medical College
and Hospital, Chennai",MBBS,Open,OBC,7,"Fresh Allotted
in 2nd Round"
24504,711188,"Deemed/Pa
id Seats
Quota","Shri Sathya Sai
Medical College and
RI, Chennai",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,Open,OBC,36,"Fresh Allotted
in 2nd Round"
24505,711226,-,-,-,-,"Deemed/Paid
Seats Quota","Vinayaka Missions
Medical College and
Hospital, Karaikal",MBBS,Open,OBC,1,"Fresh Allotted
in 2nd Round"
24506,711355,"Deemed/Pa
id Seats
Quota","BVDU Dental College
and Hospital, Navi
Mumbai",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24507,711550,"Deemed/Pa
id Seats
Quota","Meenakshi Medical
College Hospital and
Research Institute,
Kanchipuram",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","Chettinad Hos. and
Res. Inst.,
Kancheepuram",MBBS,Open,OBC,1,"Fresh Allotted
in 2nd Round"
24508,711594,"Deemed/Pa
id Seats
Quota","Sri Lakshmi Narayana
Inst. of Med. Scien.,
Puducherry",MBBS,"Not
Reported","Deemed/Paid
Seats Quota","SRM Medical College
and Hospital, Chennai",MBBS,Open,OBC,2,"Fresh Allotted
in 2nd Round"
24509,711956,-,-,-,-,"Deemed/Paid
Seats Quota","SRM Medical College
and Hospital, Chennai",MBBS,Open,OBC,10,"Fresh Allotted
in 2nd Round"
24510,711998,-,-,-,-,All India,"Govt Medical College
Kannur",MBBS,EWS PwD,EWS PwD,75,"Fresh Allotted
in 2nd Round"
24511,712121,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24512,712124,"Deemed/Pa
id Seats
Quota","School of Dental
Sciences and
KIMSDU, Karad",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24513,712187,"Deemed/Pa
id Seats
Quota","Sree Balaji Medical
College and Hospital,
Chennai",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
24514,712438,"Deemed/Pa
id Seats
Quota","SRM Dental College,
Chennai",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24515,712452,-,-,-,-,"Deemed/Paid
Seats Quota","Shri Sathya Sai
Medical College and
RI, Chennai",MBBS,Open,SC,46,"Fresh Allotted
in 2nd Round"
24516,712906,"Deemed/Pa
id Seats
Quota","Sri Lakshmi Narayana
Inst. of Med. Scien.,
Puducherry",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24517,713318,"Deemed/Pa
id Seats
Quota","Meenakshi Medical
College Hospital and
Research Institute,
Kanchipuram",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24518,713345,"Deemed/Pa
id Seats
Quota","VELS MEDICAL
COLLEGE &
HOSPITAL",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24519,713385,"Deemed/Pa
id Seats
Quota","School of Dental
Sciences and
KIMSDU, Karad",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24520,713519,"Deemed/Pa
id Seats
Quota","BVDU Dental College
and Hospital, Sangli",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24521,713535,-,-,-,-,"Deemed/Paid
Seats Quota","Vinayaka Missions
Medical College and
Hospital, Karaikal",MBBS,Open,OBC,13,"Fresh Allotted
in 2nd Round"
24522,713596,-,-,-,-,All India,"Government Medical
College, Krishnagiri",MBBS,Open PwD,GN PwD,56,"Fresh Allotted
in 2nd Round"
24523,713598,-,-,-,-,"Deemed/Paid
Seats Quota","Vinayaka Missions
Medical College and
Hospital, Karaikal",MBBS,Open,GN,21,"Fresh Allotted
in 2nd Round"
24524,713674,"Deemed/Pa
id Seats
Quota","Meenakshi Medical
College Hospital and
Research Institute,
Kanchipuram",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24525,713700,"Deemed/Pa
id Seats
Quota","SRI LALITHAMBIGAI
MEDICAL COLLEGE
& HOSPITAL",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24526,713711,-,-,-,-,"Deemed/Paid
Seats Quota","K M Shah Dental
Collegel, SumanDeep
Vidyapeeth Vadodara",BDS,Open,GN,1,"Fresh Allotted
in 2nd Round"
24527,714068,"Deemed/Pa
id Seats
Quota","Dr. DY Patil Dental
College and Hosp.
Navi Mumbai",BDS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
24528,714266,"Deemed/Pa
id Seats
Quota","JSS Dental College,
Mysuru",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24529,714599,"Deemed/Pa
id Seats
Quota","Sharad Pawar Dental
College and Hospital,
Wardha",BDS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
24530,714628,-,-,-,-,All India,"Government Medcial
College, Ambikapur",MBBS,EWS PwD,EWS PwD,43,"Fresh Allotted
in 2nd Round"
24531,714705,"Deemed/Pa
id Seats
Quota","Sri Lakshmi Narayana
Inst. of Med. Scien.,
Puducherry",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
