SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,,Allotted Institute_1,Course_1,Allotted Category,Candidate Category,"Option
No.",Remarks_1
21162,450993,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21163,451181,-,-,-,-,MNG,"Mahatma Gandhi Medical College and
Sri Balaji Vidyapeeth, Pondicherry",MBBS,GN,OBC,1,Fresh Allotted in 2nd Round,
21164,451288,MNG,"AB Shetty Memorial Inst. of Dental Sce.,
Mangaluru",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21165,451294,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21166,451377,MNG,"Bharati Vidyapeeth DU Dental College
and Hospt., Pune",BDS,Reported,-,-,-,-,-,-,No Upgradation,
21167,451456,MNG,"Sree Balaji Medical College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
21168,451463,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21169,451513,MNG,"Sree Balaji Medical College and Hospital,
Chennai",MBBS,Reported,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,GN,OBC,1,Upgraded,
21170,451534,MNG,"Meenakshi Medical College Host. and
Res. Inst., Chennai",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21171,451983,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Not Reported,MNG,"Mahatma Gandhi Medical College and
Sri Balaji Vidyapeeth, Pondicherry",MBBS,GN,GNNO,4,Fresh Allotted in 2nd Round,
21172,452097,MM,"Yenepoya Dental College, Yenepoya",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21173,452119,NRI,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
21174,452205,MNG,"Indira Gandhi Dental College and SBV,
Pondycherry",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21175,452241,MNG,KLE VK Inst. of Dental Scie. Belagavi,BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21176,452249,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21177,452333,MNG,"Sree Balaji Medical College and Hospital,
Chennai",MBBS,Not Reported,MNG,"Mahatma Gandhi Medical College and
Sri Balaji Vidyapeeth, Pondicherry",MBBS,GN,GNNO,7,Fresh Allotted in 2nd Round,
21178,452563,MM,"Yenepoya Dental College, Yenepoya",BDS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
21179,452605,MNG,"BVDU Dental College and Hospital, Navi
Mumbai",BDS,Reported,-,-,-,-,-,-,No Upgradation,
21180,452691,-,-,-,-,MNG,"GITAM Institue of Med. Sce. and Res.,
Visakhapatnam",MBBS,GN,GNNO,17,Fresh Allotted in 2nd Round,
21181,452692,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,Reported,MNG,"Aarupadai Veedu Medical College and
Hospt., Puducherry",MBBS,GN,SC,88,Upgraded,
21182,452782,MNG,"Saveetha Dental College, Chennai",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21183,452784,MNG,"Sree Balaji Dental College and Hospital,
Chennai",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21184,452821,MNG,"ACS Medical College and Hospital,
Chennai",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
21185,452911,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Not Reported,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,GN,GNNO,2,Fresh Allotted in 2nd Round,
21186,452918,NRI,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21187,452944,MNG,"Meenakshi Medical College Host. and
Res. Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21188,452998,MM,"Yenepoya Dental College, Yenepoya",BDS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21189,453110,-,-,-,-,MNG,"Santosh Medical College and Hospital,
Ghaziabad",MBBS,GN,OBC,1,Fresh Allotted in 2nd Round,
21190,453161,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21191,453192,MNG,"School of Dental Sciences and KIMSDU,
Karad",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21192,453197,MNG,"Sree Balaji Medical College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21193,453279,-,-,-,-,MNG,"SATHYABAMA UNIV. Dental College
and Hospt. Chennai",BDS,GN,OBC,4,Fresh Allotted in 2nd Round,
21194,453761,NRI,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21195,453796,MNG,"Santosh Dental College and Hospital,
Ghaziabad",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21196,453819,MNG,"BVDU Dental College and Hospital, Navi
Mumbai",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21197,453889,-,-,-,-,MNG,"Kalinga Institute of Dental Sciences,
Bhubaneswar",BDS,GN,GNNO,2,Fresh Allotted in 2nd Round,
21198,453919,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
21199,453931,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
21200,454043,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21201,454215,-,-,-,-,MNG,"Sharad Pawar Dental College and
Hospital, Wardha",BDS,GN,OBC,1,Fresh Allotted in 2nd Round,
21202,454320,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21203,454407,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Reported,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,GN,GNNO,3,Upgraded,
21204,454412,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Reported,MNG,"Sree Balaji Medical College and Hospital,
Chennai",MBBS,GN,OBC,81,Upgraded,
21205,454427,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21206,454604,-,-,-,-,AIQ,"BANKURA SAMMILANI MED
COLL,BANKURA",MBBS,GN PwD,GN PwD,1,Fresh Allotted in 2nd Round,
21207,454674,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21208,454676,MNG,"Bharati Vidyapeeth DU Dental College
and Hospt., Pune",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21209,454711,MNG,"ACS Medical College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21210,454725,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,Not Reported,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,GN,OBC,2,Fresh Allotted in 2nd Round,
21211,454858,MNG,"Manipal College of Dental Sce., Manipal",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21212,454877,MNG,"Meenakshi Medical College Host. and
Res. Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21213,454918,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21214,455017,-,-,-,-,AON,"DR.Z.A.D.C.,FAC.OF
MEDICINE,ALIGARH",BDS,GN PwD,OBC PwD,28,Fresh Allotted in 2nd Round,
21215,455072,NRI,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21216,455079,MNG,"Sree Balaji Medical College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
21217,455099,-,-,-,-,MNG,"BVDU Dental College and Hospital, Navi
Mumbai",BDS,GN,SC,64,Fresh Allotted in 2nd Round,
21218,455278,MNG,"Sree Balaji Medical College and Hospital,
Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21219,455285,-,-,-,-,MNG,"Aarupadai Veedu Medical College and
Hospt., Puducherry",MBBS,GN,OBC,2,Fresh Allotted in 2nd Round,
21220,455332,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21221,455368,MNG,"Meenakshi Medical College Host. and
Res. Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
21222,455451,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Reported,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,GN,GNNO,96,Upgraded,
21223,455543,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Reported,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,GN,GNNO,1,Upgraded,
21224,455624,NRI,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21225,455646,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
21226,455898,-,-,-,-,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,GN,OBC,16,Fresh Allotted in 2nd Round,
21227,455926,AIQ,"MOTI LAL NEHRU MEDICAL COLL,
ALLAHABAD",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21228,456013,-,-,-,-,MNG,"DATTA MEGHE MEDICAL COLLEGE
WANADONGRI HINGNA NAGPUR",MBBS,GN,OBC,30,Fresh Allotted in 2nd Round,
21229,456274,MNG,"AB Shetty Memorial Inst. of Dental Sce.,
Mangaluru",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21230,456290,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21231,456643,MNG,"AB Shetty Memorial Inst. of Dental Sce.,
Mangaluru",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21232,456671,-,-,-,-,MNG,"GITAM Institue of Med. Sce. and Res.,
Visakhapatnam",MBBS,GN,OBC,9,Fresh Allotted in 2nd Round,
21233,456710,-,-,-,-,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,GN,GNNO,5,Fresh Allotted in 2nd Round,
21234,457016,-,-,-,-,AIQ,"UTTARANCHAL F HOSP TRUST
MC,HALDWANI",MBBS,GN PwD,GN PwD,7,Fresh Allotted in 2nd Round,
21235,457081,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21236,457164,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21237,457208,-,-,-,-,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,GN,SC,253,Fresh Allotted in 2nd Round,
21238,457330,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21239,457337,-,-,-,-,MNG,"AB Shetty Memorial Inst. of Dental Sce.,
Mangaluru",BDS,GN,OBC,4,Fresh Allotted in 2nd Round,
21240,457353,MNG,"Amrita School of Dentistry, Kochi",BDS,Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
21241,457410,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21242,457445,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21243,457551,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21244,457776,DU,"Maulana Azad Medical College, New
Delhi",MBBS,Seat Cancelled,IP,"Vardhman Mahavir Medical College and
Safdarjung Hospital New Delhi, VMMC",MBBS,OBC PwD,OBC PwD,1,Fresh Allotted in 2nd Round,
21245,457834,MNG,"SRM Dental College, Chennai",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21246,457852,-,-,-,-,MNG,KLE VK Inst. of Dental Scie. Belagavi,BDS,GN,GNNO,1,Fresh Allotted in 2nd Round,
21247,457895,MNG,"ACS Medical College and Hospital,
Chennai",MBBS,Not Reported,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,GN,GNNO,262,Fresh Allotted in 2nd Round,
21248,458089,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Reported,MNG,"Aarupadai Veedu Medical College and
Hospt., Puducherry",MBBS,GN,OBC,1,Upgraded,
21249,458138,MNG,"VMS Dental College, Salem",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21250,458142,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Not Reported,MNG,"Dr. DY Patil Dental College and Hosp.
Navi Mumbai",BDS,GN,GNNO,1,Fresh Allotted in 2nd Round,
21251,458244,MNG,"VMS Dental College, Salem",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21252,458264,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
21253,458304,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21254,458355,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21255,458363,MNG,"ACS Medical College and Hospital,
Chennai",MBBS,Not Reported,MNG,"DATTA MEGHE MEDICAL COLLEGE
WANADONGRI HINGNA NAGPUR",MBBS,GN,GNNO,6,Fresh Allotted in 2nd Round,
21256,458440,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
21257,458499,-,-,-,-,MNG,"DATTA MEGHE MEDICAL COLLEGE
WANADONGRI HINGNA NAGPUR",MBBS,GN,OBC,4,Fresh Allotted in 2nd Round,
21258,458544,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21259,458578,MNG,"MANAV RACHNA DENTAL COLLEGE
FARIDABAD",BDS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21260,458613,-,-,-,-,MNG,"Dr. DY Patil Dental College and Hosp.
Pune",BDS,GN,GNNO,12,Fresh Allotted in 2nd Round,
21261,458686,MNG,"Manipal College of Dental Sce., Manipal",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21262,458720,-,-,-,-,MNG,"Santosh Medical College and Hospital,
Ghaziabad",MBBS,GN,GNNO,1,Fresh Allotted in 2nd Round,
21263,458765,MNG,"Dr. DY Patil Dental College and Hosp.
Pune",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21264,458783,MNG,"Manipal College of Dental Sce., Manipal",BDS,Reported,-,-,-,-,-,-,No Upgradation,
21265,459062,MNG,"Meenakshi Medical College Host. and
Res. Inst., Chennai",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21266,459088,MNG,KLE VK Inst. of Dental Scie. Belagavi,BDS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
21267,459162,NRI,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
21268,459183,-,-,-,-,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,GN,GNNO,4,Fresh Allotted in 2nd Round,
21269,459226,NRI,"Kasturba Medical College, Manipal Univ.,
Manipal",MBBS,Reported,NRI,"JSS Medical College, Jagadguru",MBBS,GN,GNNO,10,Upgraded,
21270,459262,MNG,"BVDU Dental College and Hospital, Navi
Mumbai",BDS,Not Reported,MNG,"BVDU Dental College and Hospital, Navi
Mumbai",BDS,GN,OBC,61,Fresh Allotted in 2nd Round,
21271,459295,MNG,"Santosh Dental College and Hospital,
Ghaziabad",BDS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21272,459326,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21273,459490,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21274,459563,-,-,-,-,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,GN,SC,1,Fresh Allotted in 2nd Round,
21275,459688,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21276,459701,NRI,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,NRI,"Hamdard Inst. of Med. Sciences and
Research, New Delhi",MBBS,GN,OBC,1,Upgraded,
21277,459795,-,-,-,-,MNG,"Dr. DY Patil Dental College and Hosp.
Pune",BDS,GN,OBC,3,Fresh Allotted in 2nd Round,
21278,459887,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21279,459924,-,-,-,-,MNG,"Sri Siddhartha DentalCollege, Tumkur",BDS,GN,OBC,33,Fresh Allotted in 2nd Round,
21280,460010,-,-,-,-,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,GN,GNNO,4,Fresh Allotted in 2nd Round,
21281,460308,MNG,"ACS Medical College and Hospital,
Chennai",MBBS,Not Reported,MNG,"Santosh Medical College and Hospital,
Ghaziabad",MBBS,GN,OBC,1,Fresh Allotted in 2nd Round,
21282,460521,-,-,-,-,MNG,"Sree Balaji Dental College and Hospital,
Chennai",BDS,GN,GNNO,1,Fresh Allotted in 2nd Round,
21283,460774,-,-,-,-,AIQ,"Pt. Raghunath Murmu Med. College,
Baripada",MBBS,GN PwD,GN PwD,21,Fresh Allotted in 2nd Round,
21284,460879,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21285,461116,MNG,"SRM Dental College, Chennai",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21286,461319,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
21287,461340,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Not Reported,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,GN,GNNO,12,Fresh Allotted in 2nd Round,
21288,461364,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Reported,MNG,"Dr. DY Patil Medical College and Hospt.,
Pune",MBBS,GN,GNNO,4,Upgraded,
21289,461455,-,-,-,-,MNG,"Dr. DY Patil Dental College and Hosp.
Pune",BDS,GN,SC,19,Fresh Allotted in 2nd Round,
21290,461479,MNG,"ACS Medical College and Hospital,
Chennai",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
21291,461525,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21292,461905,MNG,"Rural Dental College, Loni",BDS,Not Reported,MNG,"Manipal College of Dental Science,
Mangalore",BDS,GN,OBC,252,Fresh Allotted in 2nd Round,
21293,462012,MNG,"ACS Medical College and Hospital,
Chennai",MBBS,Not Reported,MNG,"GITAM Institue of Med. Sce. and Res.,
Visakhapatnam",MBBS,GN,SC,291,Fresh Allotted in 2nd Round,
21294,462287,MNG,"VMS Dental College, Salem",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21295,462323,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21296,462504,MNG,"ACS Medical College and Hospital,
Chennai",MBBS,Not Reported,MNG,"Meenakshi Medical College Host. and
Res. Inst., Chennai",MBBS,GN,OBC,1,Fresh Allotted in 2nd Round,
21297,462548,-,-,-,-,MNG,"Santosh Medical College and Hospital,
Ghaziabad",MBBS,GN,SC,45,Fresh Allotted in 2nd Round,
21298,462726,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21299,462743,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21300,462808,NRI,"Sri Ramachandra Med. College and Res.
Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21301,462969,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
21302,462986,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
21303,463001,MNG,"Manipal College of Dental Sce., Manipal",BDS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21304,463024,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
21305,463036,MNG,"AB Shetty Memorial Inst. of Dental Sce.,
Mangaluru",BDS,Reported,-,-,-,-,-,-,No Upgradation,
21306,463165,-,-,-,-,MNG,"Santosh Medical College and Hospital,
Ghaziabad",MBBS,GN,OBC,176,Fresh Allotted in 2nd Round,
21307,463176,MNG,"SRM Dental College, Chennai",BDS,Not Reported,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,GN,GNNO,1,Fresh Allotted in 2nd Round,
21308,463427,-,-,-,-,AIQ,"GOVT MEDICAL COLLEGE,
ANANTAPURAMU",MBBS,GN PwD,EW PwD,3,Fresh Allotted in 2nd Round,
21309,463431,MNG,"AB Shetty Memorial Inst. of Dental Sce.,
Mangaluru",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21310,463508,MNG,"Meenakshi Medical College Host. and
Res. Inst., Chennai",MBBS,Reported,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,GN,GNNO,3,Upgraded,
21311,463549,MNG,"Sri Lakshmi Narayana Inst. of Med.
Scien., Puducherry",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21312,463780,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
21313,463809,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21314,463826,MNG,"Sri Ramachandra Dental and Hospt.,
Chennai",BDS,Reported,-,-,-,-,-,-,No Upgradation,
21315,463848,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Not Reported,MNG,"Shri Sathya Sai Medical College and RI,
Kancheepuram",MBBS,GN,OBC,3,Fresh Allotted in 2nd Round,
21316,463909,-,-,-,-,AIQ,"NETAJI SUBHASH CHANDRA BOSE
MC,JABALPUR",MBBS,GN PwD,GN PwD,17,Fresh Allotted in 2nd Round,
21317,463945,MNG,"Meenakshi Medical College Host. and
Res. Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21318,463971,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
21319,464007,-,-,-,-,MNG,"Dr. DY Patil Dental College and Hosp.
Navi Mumbai",BDS,GN,GNNO,1,Fresh Allotted in 2nd Round,
21320,464156,-,-,-,-,NRI,"Kalinga Institute of Medical Sciences,
Bhubaneswar",MBBS,GN,GNNO,1,Fresh Allotted in 2nd Round,
21321,464306,MNG,"Dr. DY Patil Medical College, Navi
Mumbai",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
21322,464334,MNG,"Bharati Vidyapeeth DU Dental College
and Hospt., Pune",BDS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
21323,464370,MNG,"Meenakshi Medical College Host. and
Res. Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21324,464380,MNG,"Sharad Pawar Dental College and
Hospital, Wardha",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21325,464590,MNG,"Manipal College of Dental Science,
Mangalore",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21326,464900,MNG,"Sharad Pawar Dental College and
Hospital, Wardha",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21327,464931,MNG,"Manipal College of Dental Sce., Manipal",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21328,465029,-,-,-,-,MNG,"Sree Balaji Medical College and Hospital,
Chennai",MBBS,GN,GNNO,5,Fresh Allotted in 2nd Round,
21329,465034,MNG,"Manipal College of Dental Sce., Manipal",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21330,465103,MNG,"Sri Ramachandra Dental and Hospt.,
Chennai",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21331,465199,MNG,"Thaimoogambigai Dental College and
Hsopt. Chennai",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21332,465249,MNG,"Sri Ramachandra Dental and Hospt.,
Chennai",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21333,465431,MNG,"Chettinad Hos. and Res. Inst.,
Kancheepuram",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
21334,465525,-,-,-,-,AMS,AIIMS Mangalagiri,MBBS,OBC PwD,OBC PwD,1,Fresh Allotted in 2nd Round,
21335,465578,-,-,-,-,AIQ,"INDIRA GANDHI GOVT.MEDICAL
COLL., NAGPUR",MBBS,GN PwD,OBC PwD,1,Fresh Allotted in 2nd Round,
21336,465677,NRI,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21337,465710,MNG,"Indira Gandhi Dental College and SBV,
Pondycherry",BDS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21338,465727,MNG,"Meenakshi Medical College Host. and
Res. Inst., Chennai",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
21339,465923,AIQ,"Sri Venkateswara Medical College,
Tirupati",MBBS,Not Reported,AIQ,"Sri Venkateswara Medical College,
Tirupati",MBBS,GN PwD,SC PwD,15,Fresh Allotted in 2nd Round,
21340,466075,-,-,-,-,AIQ,Government Medical College Suryapet,MBBS,GN PwD,GN PwD,14,Fresh Allotted in 2nd Round,
